,index,celltype,inter
719,EC2_cap,myocardium,54
720,EC3_cap,myocardium,64
721,EC5_art,myocardium,91
722,EC6_ven,myocardium,102
723,EC7_endocardial,myocardium,134
724,EC8_ln,myocardium,144
725,FB2,myocardium,152
726,FB3,myocardium,145
727,FB4_activated,myocardium,125
728,FB5,myocardium,113
729,FB6,myocardium,115
730,ILC,myocardium,34
731,LYVE1+IGF1+MP,myocardium,56
732,LYVE1+MP_cycling,myocardium,59
733,LYVE1+TIMD4+MP,myocardium,68
734,MAIT-like,myocardium,48
735,Mast,myocardium,12
736,MoMP,myocardium,69
737,NC1_glial,myocardium,128
738,NC2_glial_NGF+,myocardium,244
739,NK_CD16hi,myocardium,29
740,NK_CD56hi,myocardium,35
741,PC2_atria,myocardium,93
742,PC3_str,myocardium,81
743,SAN_P_cell,myocardium,149
744,SMC1_basic,myocardium,43
745,SMC2_art,myocardium,126
746,aCM1,myocardium,59
747,aCM2,myocardium,102
748,aCM3,myocardium,67
749,aCM4,myocardium,61
750,epicardium_subepicardium,myocardium,125
751,myocardium,myocardium,61
752,Adip1,myocardium,93
753,Adip2,myocardium,217
754,B,myocardium,14
755,B_plasma,myocardium,57
756,CD14+Mo,myocardium,68
757,CD16+Mo,myocardium,46
758,CD4+T_act,myocardium,36
759,CD4+T_naive,myocardium,23
760,CD8+T_em,myocardium,49
761,CD8+T_te,myocardium,24
762,CD8+T_trans,myocardium,25
763,DC,myocardium,64
764,EC10_CMC-like,myocardium,77
765,EC1_cap,myocardium,55
766,EC2_cap,myocardium,53
767,EC3_cap,myocardium,64
768,EC5_art,myocardium,91
769,EC6_ven,myocardium,100
770,EC7_endocardial,myocardium,135
771,EC8_ln,myocardium,146
772,FB2,myocardium,151
773,FB3,myocardium,144
774,FB4_activated,myocardium,126
775,FB5,myocardium,113
776,FB6,myocardium,113
777,ILC,myocardium,36
778,LYVE1+IGF1+MP,myocardium,56
779,LYVE1+MP_cycling,myocardium,57
780,LYVE1+TIMD4+MP,myocardium,66
781,MAIT-like,myocardium,48
782,Mast,myocardium,12
783,MoMP,myocardium,67
784,NC1_glial,myocardium,129
785,NC2_glial_NGF+,myocardium,244
786,NK_CD16hi,myocardium,30
787,NK_CD56hi,myocardium,35
788,PC2_atria,myocardium,97
789,PC3_str,myocardium,81
790,SAN_P_cell,myocardium,149
791,SMC1_basic,myocardium,44
792,SMC2_art,myocardium,123
793,aCM1,myocardium,59
794,aCM2,myocardium,105
795,aCM3,myocardium,67
796,aCM4,myocardium,62
797,epicardium_subepicardium,myocardium,134
798,myocardium,myocardium,61
799,Adip1,myocardium,93
800,Adip2,myocardium,220
801,B,myocardium,14
802,B_plasma,myocardium,58
803,CD14+Mo,myocardium,64
804,CD16+Mo,myocardium,47
805,CD4+T_act,myocardium,37
806,CD4+T_naive,myocardium,23
807,CD8+T_em,myocardium,49
808,CD8+T_te,myocardium,25
809,CD8+T_trans,myocardium,24
810,DC,myocardium,65
811,EC10_CMC-like,myocardium,79
812,EC1_cap,myocardium,55
813,EC2_cap,myocardium,55
814,EC3_cap,myocardium,67
815,EC5_art,myocardium,93
816,EC6_ven,myocardium,101
817,EC7_endocardial,myocardium,135
818,EC8_ln,myocardium,145
819,FB2,myocardium,151
820,FB3,myocardium,145
821,FB4_activated,myocardium,125
822,FB5,myocardium,113
823,FB6,myocardium,114
824,ILC,myocardium,36
825,LYVE1+IGF1+MP,myocardium,56
826,LYVE1+MP_cycling,myocardium,58
827,LYVE1+TIMD4+MP,myocardium,68
828,MAIT-like,myocardium,48
829,Mast,myocardium,12
830,MoMP,myocardium,66
831,NC1_glial,myocardium,129
832,NC2_glial_NGF+,myocardium,248
833,NK_CD16hi,myocardium,30
834,NK_CD56hi,myocardium,35
835,PC2_atria,myocardium,95
836,PC3_str,myocardium,81
837,SAN_P_cell,myocardium,151
838,SMC1_basic,myocardium,44
839,SMC2_art,myocardium,125
840,aCM1,myocardium,58
841,aCM2,myocardium,104
842,aCM3,myocardium,66
843,aCM4,myocardium,63
844,epicardium_subepicardium,myocardium,131
845,myocardium,myocardium,60
846,Adip1,myocardium,92
847,Adip2,myocardium,219
848,B,myocardium,15
849,B_plasma,myocardium,57
850,CD14+Mo,myocardium,67
851,CD16+Mo,myocardium,47
852,CD4+T_act,myocardium,36
853,CD4+T_naive,myocardium,23
854,CD8+T_em,myocardium,49
855,CD8+T_te,myocardium,25
856,CD8+T_trans,myocardium,23
857,DC,myocardium,66
858,EC10_CMC-like,myocardium,77
859,EC1_cap,myocardium,56
860,EC2_cap,myocardium,51
861,EC3_cap,myocardium,64
862,EC5_art,myocardium,91
863,EC6_ven,myocardium,102
864,EC7_endocardial,myocardium,135
865,EC8_ln,myocardium,145
866,FB2,myocardium,152
867,FB3,myocardium,145
868,FB4_activated,myocardium,125
869,FB5,myocardium,110
870,FB6,myocardium,114
871,ILC,myocardium,35
872,LYVE1+IGF1+MP,myocardium,55
873,LYVE1+MP_cycling,myocardium,58
874,LYVE1+TIMD4+MP,myocardium,66
875,MAIT-like,myocardium,48
876,Mast,myocardium,12
877,MoMP,myocardium,66
878,NC1_glial,myocardium,129
879,NC2_glial_NGF+,myocardium,243
880,NK_CD16hi,myocardium,30
881,NK_CD56hi,myocardium,35
882,PC2_atria,myocardium,94
883,PC3_str,myocardium,80
884,SAN_P_cell,myocardium,150
885,SMC1_basic,myocardium,45
886,SMC2_art,myocardium,123
887,aCM1,myocardium,60
888,aCM2,myocardium,104
889,aCM3,myocardium,66
890,aCM4,myocardium,64
891,epicardium_subepicardium,myocardium,126
892,myocardium,myocardium,59
893,Adip1,myocardium,94
894,Adip2,myocardium,215
895,B,myocardium,15
896,B_plasma,myocardium,57
897,CD14+Mo,myocardium,65
898,CD16+Mo,myocardium,48
899,CD4+T_act,myocardium,36
900,CD4+T_naive,myocardium,23
901,CD8+T_em,myocardium,49
902,CD8+T_te,myocardium,23
903,CD8+T_trans,myocardium,23
904,DC,myocardium,65
905,EC10_CMC-like,myocardium,77
906,EC1_cap,myocardium,57
907,EC2_cap,myocardium,53
908,EC3_cap,myocardium,65
909,EC5_art,myocardium,89
910,EC6_ven,myocardium,101
911,EC7_endocardial,myocardium,133
912,EC8_ln,myocardium,146
913,FB2,myocardium,152
914,FB3,myocardium,143
915,FB4_activated,myocardium,124
916,FB5,myocardium,112
917,FB6,myocardium,115
918,ILC,myocardium,36
919,LYVE1+IGF1+MP,myocardium,56
920,LYVE1+MP_cycling,myocardium,58
921,LYVE1+TIMD4+MP,myocardium,67
922,MAIT-like,myocardium,48
923,Mast,myocardium,12
924,MoMP,myocardium,67
925,NC1_glial,myocardium,129
926,NC2_glial_NGF+,myocardium,243
927,NK_CD16hi,myocardium,30
928,NK_CD56hi,myocardium,35
929,PC2_atria,myocardium,95
930,PC3_str,myocardium,80
931,SAN_P_cell,myocardium,149
932,SMC1_basic,myocardium,44
933,SMC2_art,myocardium,124
934,aCM1,myocardium,58
935,aCM2,myocardium,104
936,aCM3,myocardium,67
937,aCM4,myocardium,61
938,epicardium_subepicardium,myocardium,129
939,myocardium,myocardium,60
