,index,celltype,inter
874,SMC2_art,myocardium_ventricular,141
875,aCM1,myocardium_ventricular,148
876,aCM2,myocardium_ventricular,189
877,aCM3,myocardium_ventricular,147
878,aCM4,myocardium_ventricular,132
879,myocardium_ventricular,myocardium_ventricular,74
880,node,myocardium_ventricular,152
881,vCM1,myocardium_ventricular,128
882,vCM2,myocardium_ventricular,110
883,vCM4,myocardium_ventricular,120
884,AVN_P_cell,myocardium_ventricular,190
885,AVN_bundle_cell,myocardium_ventricular,158
886,Adip1,myocardium_ventricular,108
887,Adip2,myocardium_ventricular,258
888,B,myocardium_ventricular,19
889,B_plasma,myocardium_ventricular,13
890,CD14+Mo,myocardium_ventricular,22
891,CD16+Mo,myocardium_ventricular,41
892,CD4+T_act,myocardium_ventricular,23
893,CD4+T_naive,myocardium_ventricular,24
894,CD8+T_te,myocardium_ventricular,9
895,CD8+T_trans,myocardium_ventricular,20
896,DC,myocardium_ventricular,35
897,EC10_CMC-like,myocardium_ventricular,132
898,EC1_cap,myocardium_ventricular,62
899,EC2_cap,myocardium_ventricular,71
900,EC3_cap,myocardium_ventricular,80
901,EC4_immune,myocardium_ventricular,73
902,EC5_art,myocardium_ventricular,92
903,EC6_ven,myocardium_ventricular,86
904,EC7_endocardial,myocardium_ventricular,161
905,EC8_ln,myocardium_ventricular,91
906,FB1,myocardium_ventricular,114
907,FB2,myocardium_ventricular,150
908,FB3,myocardium_ventricular,134
909,FB4_activated,myocardium_ventricular,149
910,FB5,myocardium_ventricular,136
911,FB6,myocardium_ventricular,136
912,LYVE1+IGF1+MP,myocardium_ventricular,57
913,LYVE1+MP_cycling,myocardium_ventricular,52
914,LYVE1+TIMD4+MP,myocardium_ventricular,47
915,Mast,myocardium_ventricular,18
916,MoMP,myocardium_ventricular,56
917,NC1_glial,myocardium_ventricular,162
918,NC2_glial_NGF+,myocardium_ventricular,235
919,NK_CD16hi,myocardium_ventricular,36
920,NK_CD56hi,myocardium_ventricular,47
921,PC1_vent,myocardium_ventricular,75
922,PC2_atria,myocardium_ventricular,122
923,PC3_str,myocardium_ventricular,88
924,PC4_CMC-like,myocardium_ventricular,79
925,SMC1_basic,myocardium_ventricular,67
926,SMC2_art,myocardium_ventricular,137
927,aCM1,myocardium_ventricular,144
928,aCM2,myocardium_ventricular,188
929,aCM3,myocardium_ventricular,148
930,aCM4,myocardium_ventricular,128
931,myocardium_ventricular,myocardium_ventricular,74
932,node,myocardium_ventricular,152
933,vCM1,myocardium_ventricular,125
934,vCM2,myocardium_ventricular,106
935,vCM4,myocardium_ventricular,121
936,AVN_P_cell,myocardium_ventricular,189
937,AVN_bundle_cell,myocardium_ventricular,156
938,Adip1,myocardium_ventricular,119
939,Adip2,myocardium_ventricular,276
940,B,myocardium_ventricular,17
941,B_plasma,myocardium_ventricular,12
942,CD14+Mo,myocardium_ventricular,21
943,CD16+Mo,myocardium_ventricular,39
944,CD4+T_act,myocardium_ventricular,25
945,CD4+T_naive,myocardium_ventricular,26
946,CD8+T_te,myocardium_ventricular,8
947,CD8+T_trans,myocardium_ventricular,20
948,DC,myocardium_ventricular,37
949,EC10_CMC-like,myocardium_ventricular,133
950,EC1_cap,myocardium_ventricular,63
951,EC2_cap,myocardium_ventricular,68
952,EC3_cap,myocardium_ventricular,77
953,EC4_immune,myocardium_ventricular,72
954,EC5_art,myocardium_ventricular,94
955,EC6_ven,myocardium_ventricular,90
956,EC7_endocardial,myocardium_ventricular,170
957,EC8_ln,myocardium_ventricular,97
958,FB1,myocardium_ventricular,121
959,FB2,myocardium_ventricular,155
960,FB3,myocardium_ventricular,142
961,FB4_activated,myocardium_ventricular,154
962,FB5,myocardium_ventricular,140
963,FB6,myocardium_ventricular,142
964,LYVE1+IGF1+MP,myocardium_ventricular,57
965,LYVE1+MP_cycling,myocardium_ventricular,51
966,LYVE1+TIMD4+MP,myocardium_ventricular,49
967,Mast,myocardium_ventricular,19
968,MoMP,myocardium_ventricular,61
969,NC1_glial,myocardium_ventricular,166
970,NC2_glial_NGF+,myocardium_ventricular,240
971,NK_CD16hi,myocardium_ventricular,39
972,NK_CD56hi,myocardium_ventricular,48
973,PC1_vent,myocardium_ventricular,80
974,PC2_atria,myocardium_ventricular,123
975,PC3_str,myocardium_ventricular,90
976,PC4_CMC-like,myocardium_ventricular,78
977,SMC1_basic,myocardium_ventricular,72
978,SMC2_art,myocardium_ventricular,143
979,aCM1,myocardium_ventricular,133
980,aCM2,myocardium_ventricular,183
981,aCM3,myocardium_ventricular,141
982,aCM4,myocardium_ventricular,120
983,myocardium_ventricular,myocardium_ventricular,79
984,node,myocardium_ventricular,162
985,vCM1,myocardium_ventricular,121
986,vCM2,myocardium_ventricular,104
987,vCM4,myocardium_ventricular,118
988,AVN_P_cell,myocardium_ventricular,207
989,AVN_bundle_cell,myocardium_ventricular,180
990,Adip1,myocardium_ventricular,125
991,Adip2,myocardium_ventricular,297
992,B,myocardium_ventricular,22
993,B_plasma,myocardium_ventricular,15
994,CD14+Mo,myocardium_ventricular,22
995,CD16+Mo,myocardium_ventricular,44
996,CD4+T_act,myocardium_ventricular,26
997,CD4+T_naive,myocardium_ventricular,27
998,CD8+T_te,myocardium_ventricular,8
999,CD8+T_trans,myocardium_ventricular,21
1000,DC,myocardium_ventricular,45
1001,EC10_CMC-like,myocardium_ventricular,134
1002,EC1_cap,myocardium_ventricular,62
1003,EC2_cap,myocardium_ventricular,72
1004,EC3_cap,myocardium_ventricular,79
1005,EC4_immune,myocardium_ventricular,73
1006,EC5_art,myocardium_ventricular,94
1007,EC6_ven,myocardium_ventricular,91
1008,EC7_endocardial,myocardium_ventricular,170
1009,EC8_ln,myocardium_ventricular,94
1010,FB1,myocardium_ventricular,119
1011,FB2,myocardium_ventricular,160
1012,FB3,myocardium_ventricular,142
1013,FB4_activated,myocardium_ventricular,155
1014,FB5,myocardium_ventricular,145
1015,FB6,myocardium_ventricular,142
1016,LYVE1+IGF1+MP,myocardium_ventricular,63
1017,LYVE1+MP_cycling,myocardium_ventricular,58
1018,LYVE1+TIMD4+MP,myocardium_ventricular,51
1019,Mast,myocardium_ventricular,24
1020,MoMP,myocardium_ventricular,67
1021,NC1_glial,myocardium_ventricular,168
1022,NC2_glial_NGF+,myocardium_ventricular,257
1023,NK_CD16hi,myocardium_ventricular,39
1024,NK_CD56hi,myocardium_ventricular,52
1025,PC1_vent,myocardium_ventricular,78
1026,PC2_atria,myocardium_ventricular,127
1027,PC3_str,myocardium_ventricular,92
1028,PC4_CMC-like,myocardium_ventricular,88
1029,SMC1_basic,myocardium_ventricular,69
1030,SMC2_art,myocardium_ventricular,143
1031,aCM1,myocardium_ventricular,159
1032,aCM2,myocardium_ventricular,202
1033,aCM3,myocardium_ventricular,158
1034,aCM4,myocardium_ventricular,139
1035,myocardium_ventricular,myocardium_ventricular,79
1036,node,myocardium_ventricular,160
1037,vCM1,myocardium_ventricular,138
1038,vCM2,myocardium_ventricular,112
1039,vCM4,myocardium_ventricular,132
